time,2020/6/1 12:00,2020/6/1 13:00,2020/6/1 14:00,2020/6/1 15:00,2020/6/1 16:00,2020/6/1 17:00,2020/6/1 18:00,2020/6/1 19:00,2020/6/1 20:00,2020/6/1 21:00,2020/6/1 22:00,2020/6/1 23:00,2020/6/2 0:00,2020/6/2 1:00,2020/6/2 2:00,2020/6/2 3:00,2020/6/2 4:00,2020/6/2 5:00,2020/6/2 6:00,2020/6/2 7:00,2020/6/2 8:00,2020/6/2 9:00,2020/6/2 10:00,2020/6/2 11:00,2020/6/2 12:00,2020/6/2 13:00,2020/6/2 14:00,2020/6/2 15:00,2020/6/2 16:00,2020/6/2 17:00,2020/6/2 18:00,2020/6/2 19:00,2020/6/2 20:00,2020/6/2 21:00,2020/6/2 22:00,2020/6/2 23:00,2020/6/3 0:00,2020/6/3 1:00,2020/6/3 2:00,2020/6/3 3:00,2020/6/3 4:00,2020/6/3 5:00,2020/6/3 6:00,2020/6/3 7:00,2020/6/3 8:00,2020/6/3 9:00,2020/6/3 10:00,2020/6/3 11:00,2020/6/3 12:00,2020/6/3 13:00,2020/6/3 14:00,2020/6/3 15:00,2020/6/3 16:00,2020/6/3 17:00,2020/6/3 18:00,2020/6/3 19:00,2020/6/3 20:00,2020/6/3 21:00,2020/6/3 22:00,2020/6/3 23:00,2020/6/4 0:00,2020/6/4 1:00,2020/6/4 2:00,2020/6/4 3:00,2020/6/4 4:00,2020/6/4 5:00,2020/6/4 6:00,2020/6/4 7:00,2020/6/4 8:00,2020/6/4 9:00,2020/6/4 10:00,2020/6/4 11:00,2020/6/4 12:00,2020/6/4 13:00,2020/6/4 14:00,2020/6/4 15:00,2020/6/4 16:00,2020/6/4 17:00,2020/6/4 18:00,2020/6/4 19:00,2020/6/4 20:00,2020/6/4 21:00,2020/6/4 22:00,2020/6/4 23:00,2020/6/5 0:00,2020/6/5 1:00,2020/6/5 2:00,2020/6/5 3:00,2020/6/5 4:00,2020/6/5 5:00,2020/6/5 6:00,2020/6/5 7:00,2020/6/5 8:00,2020/6/5 9:00,2020/6/5 10:00,2020/6/5 11:00,2020/6/5 12:00,2020/6/5 13:00,2020/6/5 14:00,2020/6/5 15:00
hoge63,256,15,179,NA,-1526.666667,-2351.833333,-243.6666667,171.6666667,170.1666667,695.6388889,NA,-4541.625397,-6158.174206,-7774.723016,167.1666667,165.6666667,-189.3194444,NA,-9820.33373,-11436.88254,-13053.43135,162.6666667,161.1666667,-1074.277778,NA,-15099.04206,-16715.59087,-18332.13968,158.1666667,156.6666667,-1959.236111,NA,-20377.7504,-21994.29921,-23610.84802,153.6666667,152.1666667,-2844.194444,NA,-25656.45873,-27273.00754,-28889.55635,149.1666667,147.6666667,-3729.152778,NA,-30935.16706,-32551.71587,-34168.26468,144.6666667,143.1666667,-4614.111111,NA,-36213.8754,-37830.42421,-39446.97302,140.1666667,138.6666667,-5499.069444,NA,-41492.58373,-43109.13254,-44725.68135,135.6666667,134.1666667,-6384.027778,NA,-46771.29206,-48387.84087,-50004.38968,131.1666667,129.6666667,-7268.986111,NA,-52050.0004,-53666.54921,-55283.09802,126.6666667,125.1666667,-8153.944444,NA,-57328.70873,-58945.25754,-60561.80635,122.1666667,120.6666667,-9038.902778,NA,-62607.41706,-64223.96587,-65840.51468,117.6666667,116.1666667,-9923.861111,NA,-67886.1254,-69502.67421,-71119.22302,113.1666667,111.6666667
hoge64,124,23,179,-40,-1554.666667,-2392.333333,-248.6666667,143.2857143,146.8928571,704.7222222,-1496.792857,-4617.649206,-6260.501587,-7903.353968,168.5357143,172.1428571,-195.1111111,-579.0428571,-9982.48254,-11625.33492,-13268.1873,193.7857143,197.3928571,-1094.944444,338.7071429,-15347.31587,-16990.16825,-18633.02063,219.0357143,222.6428571,-1994.777778,1256.457143,-20712.14921,-22355.00159,-23997.85397,244.2857143,247.8928571,-2894.611111,2174.207143,-26076.98254,-27719.83492,-29362.6873,269.5357143,273.1428571,-3794.444444,3091.957143,-31441.81587,-33084.66825,-34727.52063,294.7857143,298.3928571,-4694.277778,4009.707143,-36806.64921,-38449.50159,-40092.35397,320.0357143,323.6428571,-5594.111111,4927.457143,-42171.48254,-43814.33492,-45457.1873,345.2857143,348.8928571,-6493.944444,5845.207143,-47536.31587,-49179.16825,-50822.02063,370.5357143,374.1428571,-7393.777778,6762.957143,-52901.14921,-54544.00159,-56186.85397,395.7857143,399.3928571,-8293.611111,7680.707143,-58265.98254,-59908.83492,-61551.6873,421.0357143,424.6428571,-9193.444444,8598.457143,-63630.81587,-65273.66825,-66916.52063,446.2857143,449.8928571,-10093.27778,9516.207143,-68995.64921,-70638.50159,-72281.35397,471.5357143,475.1428571
hoge65,NA,NA,179,-42,-1582.666667,-2432.833333,-253.6666667,NA,NA,713.8055556,-1536.1,-4693.673016,-6362.828968,-8031.984921,NA,NA,-200.9027778,-597.1,-10144.63135,-11813.7873,-13482.94325,NA,NA,-1115.611111,341.9,-15595.58968,-17264.74563,-18933.90159,NA,NA,-2030.319444,1280.9,-21046.54802,-22715.70397,-24384.85992,NA,NA,-2945.027778,2219.9,-26497.50635,-28166.6623,-29835.81825,NA,NA,-3859.736111,3158.9,-31948.46468,-33617.62063,-35286.77659,NA,NA,-4774.444444,4097.9,-37399.42302,-39068.57897,-40737.73492,NA,NA,-5689.152778,5036.9,-42850.38135,-44519.5373,-46188.69325,NA,NA,-6603.861111,5975.9,-48301.33968,-49970.49563,-51639.65159,NA,NA,-7518.569444,6914.9,-53752.29802,-55421.45397,-57090.60992,NA,NA,-8433.277778,7853.9,-59203.25635,-60872.4123,-62541.56825,NA,NA,-9347.986111,8792.9,-64654.21468,-66323.37063,-67992.52659,NA,NA,-10262.69444,9731.9,-70105.17302,-71774.32897,-73443.48492,NA,NA
hoge66,256,15,179,NA,-1610.666667,-2473.333333,-258.6666667,171.6666667,170.1666667,722.8888889,NA,-4769.696825,-6465.156349,-8160.615873,167.1666667,165.6666667,-206.6944444,NA,-10306.78016,-12002.23968,-13697.69921,162.6666667,161.1666667,-1136.277778,NA,-15843.86349,-17539.32302,-19234.78254,158.1666667,156.6666667,-2065.861111,NA,-21380.94683,-23076.40635,-24771.86587,153.6666667,152.1666667,-2995.444444,NA,-26918.03016,-28613.48968,-30308.94921,149.1666667,147.6666667,-3925.027778,NA,-32455.11349,-34150.57302,-35846.03254,144.6666667,143.1666667,-4854.611111,NA,-37992.19683,-39687.65635,-41383.11587,140.1666667,138.6666667,-5784.194444,NA,-43529.28016,-45224.73968,-46920.19921,135.6666667,134.1666667,-6713.777778,NA,-49066.36349,-50761.82302,-52457.28254,131.1666667,129.6666667,-7643.361111,NA,-54603.44683,-56298.90635,-57994.36587,126.6666667,125.1666667,-8572.944444,NA,-60140.53016,-61835.98968,-63531.44921,122.1666667,120.6666667,-9502.527778,NA,-65677.61349,-67373.07302,-69068.53254,117.6666667,116.1666667,-10432.11111,NA,-71214.69683,-72910.15635,-74605.61587,113.1666667,111.6666667
hoge67,124,23,179,-44,-1638.666667,-2513.833333,-263.6666667,143.2857143,146.8928571,731.9722222,-1575.407143,-4845.720635,-6567.48373,-8289.246825,168.5357143,172.1428571,-212.4861111,-615.1571429,-10468.92897,-12190.69206,-13912.45516,193.7857143,197.3928571,-1156.944444,345.0928571,-16092.1373,-17813.9004,-19535.66349,219.0357143,222.6428571,-2101.402778,1305.342857,-21715.34563,-23437.10873,-25158.87183,244.2857143,247.8928571,-3045.861111,2265.592857,-27338.55397,-29060.31706,-30782.08016,269.5357143,273.1428571,-3990.319444,3225.842857,-32961.7623,-34683.5254,-36405.28849,294.7857143,298.3928571,-4934.777778,4186.092857,-38584.97063,-40306.73373,-42028.49683,320.0357143,323.6428571,-5879.236111,5146.342857,-44208.17897,-45929.94206,-47651.70516,345.2857143,348.8928571,-6823.694444,6106.592857,-49831.3873,-51553.1504,-53274.91349,370.5357143,374.1428571,-7768.152778,7066.842857,-55454.59563,-57176.35873,-58898.12183,395.7857143,399.3928571,-8712.611111,8027.092857,-61077.80397,-62799.56706,-64521.33016,421.0357143,424.6428571,-9657.069444,8987.342857,-66701.0123,-68422.7754,-70144.53849,446.2857143,449.8928571,-10601.52778,9947.592857,-72324.22063,-74045.98373,-75767.74683,471.5357143,475.1428571
hoge68,NA,NA,179,-46,-1666.666667,-2554.333333,-268.6666667,NA,NA,741.0555556,-1614.714286,-4921.744444,-6669.811111,-8417.877778,NA,NA,-218.2777778,-633.2142857,-10631.07778,-12379.14444,-14127.21111,NA,NA,-1177.611111,348.2857143,-16340.41111,-18088.47778,-19836.54444,NA,NA,-2136.944444,1329.785714,-22049.74444,-23797.81111,-25545.87778,NA,NA,-3096.277778,2311.285714,-27759.07778,-29507.14444,-31255.21111,NA,NA,-4055.611111,3292.785714,-33468.41111,-35216.47778,-36964.54444,NA,NA,-5014.944444,4274.285714,-39177.74444,-40925.81111,-42673.87778,NA,NA,-5974.277778,5255.785714,-44887.07778,-46635.14444,-48383.21111,NA,NA,-6933.611111,6237.285714,-50596.41111,-52344.47778,-54092.54444,NA,NA,-7892.944444,7218.785714,-56305.74444,-58053.81111,-59801.87778,NA,NA,-8852.277778,8200.285714,-62015.07778,-63763.14444,-65511.21111,NA,NA,-9811.611111,9181.785714,-67724.41111,-69472.47778,-71220.54444,NA,NA,-10770.94444,10163.28571,-73433.74444,-75181.81111,-76929.87778,NA,NA
hoge69,256,15,179,NA,-1694.666667,-2594.833333,-273.6666667,171.6666667,170.1666667,750.1388889,NA,-4997.768254,-6772.138492,-8546.50873,167.1666667,165.6666667,-224.0694444,NA,-10793.22659,-12567.59683,-14341.96706,162.6666667,161.1666667,-1198.277778,NA,-16588.68492,-18363.05516,-20137.4254,158.1666667,156.6666667,-2172.486111,NA,-22384.14325,-24158.51349,-25932.88373,153.6666667,152.1666667,-3146.694444,NA,-28179.60159,-29953.97183,-31728.34206,149.1666667,147.6666667,-4120.902778,NA,-33975.05992,-35749.43016,-37523.8004,144.6666667,143.1666667,-5095.111111,NA,-39770.51825,-41544.88849,-43319.25873,140.1666667,138.6666667,-6069.319444,NA,-45565.97659,-47340.34683,-49114.71706,135.6666667,134.1666667,-7043.527778,NA,-51361.43492,-53135.80516,-54910.1754,131.1666667,129.6666667,-8017.736111,NA,-57156.89325,-58931.26349,-60705.63373,126.6666667,125.1666667,-8991.944444,NA,-62952.35159,-64726.72183,-66501.09206,122.1666667,120.6666667,-9966.152778,NA,-68747.80992,-70522.18016,-72296.5504,117.6666667,116.1666667,-10940.36111,NA,-74543.26825,-76317.63849,-78092.00873,113.1666667,111.6666667
hoge70,124,23,179,-48,-1722.666667,-2635.333333,-278.6666667,143.2857143,146.8928571,759.2222222,-1654.021429,-5073.792063,-6874.465873,-8675.139683,168.5357143,172.1428571,-229.8611111,-651.2714286,-10955.3754,-12756.04921,-14556.72302,193.7857143,197.3928571,-1218.944444,351.4785714,-16836.95873,-18637.63254,-20438.30635,219.0357143,222.6428571,-2208.027778,1354.228571,-22718.54206,-24519.21587,-26319.88968,244.2857143,247.8928571,-3197.111111,2356.978571,-28600.1254,-30400.79921,-32201.47302,269.5357143,273.1428571,-4186.194444,3359.728571,-34481.70873,-36282.38254,-38083.05635,294.7857143,298.3928571,-5175.277778,4362.478571,-40363.29206,-42163.96587,-43964.63968,320.0357143,323.6428571,-6164.361111,5365.228571,-46244.8754,-48045.54921,-49846.22302,345.2857143,348.8928571,-7153.444444,6367.978571,-52126.45873,-53927.13254,-55727.80635,370.5357143,374.1428571,-8142.527778,7370.728571,-58008.04206,-59808.71587,-61609.38968,395.7857143,399.3928571,-9131.611111,8373.478571,-63889.6254,-65690.29921,-67490.97302,421.0357143,424.6428571,-10120.69444,9376.228571,-69771.20873,-71571.88254,-73372.55635,446.2857143,449.8928571,-11109.77778,10378.97857,-75652.79206,-77453.46587,-79254.13968,471.5357143,475.1428571
hoge71,NA,NA,179,-50,-1750.666667,-2675.833333,-283.6666667,NA,NA,768.3055556,-1693.328571,-5149.815873,-6976.793254,-8803.770635,NA,NA,-235.6527778,-669.3285714,-11117.52421,-12944.50159,-14771.47897,NA,NA,-1239.611111,354.6714286,-17085.23254,-18912.20992,-20739.1873,NA,NA,-2243.569444,1378.671429,-23052.94087,-24879.91825,-26706.89563,NA,NA,-3247.527778,2402.671429,-29020.64921,-30847.62659,-32674.60397,NA,NA,-4251.486111,3426.671429,-34988.35754,-36815.33492,-38642.3123,NA,NA,-5255.444444,4450.671429,-40956.06587,-42783.04325,-44610.02063,NA,NA,-6259.402778,5474.671429,-46923.77421,-48750.75159,-50577.72897,NA,NA,-7263.361111,6498.671429,-52891.48254,-54718.45992,-56545.4373,NA,NA,-8267.319444,7522.671429,-58859.19087,-60686.16825,-62513.14563,NA,NA,-9271.277778,8546.671429,-64826.89921,-66653.87659,-68480.85397,NA,NA,-10275.23611,9570.671429,-70794.60754,-72621.58492,-74448.5623,NA,NA,-11279.19444,10594.67143,-76762.31587,-78589.29325,-80416.27063,NA,NA
hoge72,256,15,179,NA,-1778.666667,-2716.333333,-288.6666667,171.6666667,170.1666667,777.3888889,NA,-5225.839683,-7079.120635,-8932.401587,167.1666667,165.6666667,-241.4444444,NA,-11279.67302,-13132.95397,-14986.23492,162.6666667,161.1666667,-1260.277778,NA,-17333.50635,-19186.7873,-21040.06825,158.1666667,156.6666667,-2279.111111,NA,-23387.33968,-25240.62063,-27093.90159,153.6666667,152.1666667,-3297.944444,NA,-29441.17302,-31294.45397,-33147.73492,149.1666667,147.6666667,-4316.777778,NA,-35495.00635,-37348.2873,-39201.56825,144.6666667,143.1666667,-5335.611111,NA,-41548.83968,-43402.12063,-45255.40159,140.1666667,138.6666667,-6354.444444,NA,-47602.67302,-49455.95397,-51309.23492,135.6666667,134.1666667,-7373.277778,NA,-53656.50635,-55509.7873,-57363.06825,131.1666667,129.6666667,-8392.111111,NA,-59710.33968,-61563.62063,-63416.90159,126.6666667,125.1666667,-9410.944444,NA,-65764.17302,-67617.45397,-69470.73492,122.1666667,120.6666667,-10429.77778,NA,-71818.00635,-73671.2873,-75524.56825,117.6666667,116.1666667,-11448.61111,NA,-77871.83968,-79725.12063,-81578.40159,113.1666667,111.6666667
hoge73,124,23,179,-52,-1806.666667,-2756.833333,-293.6666667,143.2857143,146.8928571,786.4722222,-1732.635714,-5301.863492,-7181.448016,-9061.03254,168.5357143,172.1428571,-247.2361111,-687.3857143,-11441.82183,-13321.40635,-15200.99087,193.7857143,197.3928571,-1280.944444,357.8642857,-17581.78016,-19461.36468,-21340.94921,219.0357143,222.6428571,-2314.652778,1403.114286,-23721.73849,-25601.32302,-27480.90754,244.2857143,247.8928571,-3348.361111,2448.364286,-29861.69683,-31741.28135,-33620.86587,269.5357143,273.1428571,-4382.069444,3493.614286,-36001.65516,-37881.23968,-39760.82421,294.7857143,298.3928571,-5415.777778,4538.864286,-42141.61349,-44021.19802,-45900.78254,320.0357143,323.6428571,-6449.486111,5584.114286,-48281.57183,-50161.15635,-52040.74087,345.2857143,348.8928571,-7483.194444,6629.364286,-54421.53016,-56301.11468,-58180.69921,370.5357143,374.1428571,-8516.902778,7674.614286,-60561.48849,-62441.07302,-64320.65754,395.7857143,399.3928571,-9550.611111,8719.864286,-66701.44683,-68581.03135,-70460.61587,421.0357143,424.6428571,-10584.31944,9765.114286,-72841.40516,-74720.98968,-76600.57421,446.2857143,449.8928571,-11618.02778,10810.36429,-78981.36349,-80860.94802,-82740.53254,471.5357143,475.1428571
hoge74,NA,NA,179,-54,-1834.666667,-2797.333333,-298.6666667,NA,NA,795.5555556,-1771.942857,-5377.887302,-7283.775397,-9189.663492,NA,NA,-253.0277778,-705.4428571,-11603.97063,-13509.85873,-15415.74683,NA,NA,-1301.611111,361.0571429,-17830.05397,-19735.94206,-21641.83016,NA,NA,-2350.194444,1427.557143,-24056.1373,-25962.0254,-27867.91349,NA,NA,-3398.777778,2494.057143,-30282.22063,-32188.10873,-34093.99683,NA,NA,-4447.361111,3560.557143,-36508.30397,-38414.19206,-40320.08016,NA,NA,-5495.944444,4627.057143,-42734.3873,-44640.2754,-46546.16349,NA,NA,-6544.527778,5693.557143,-48960.47063,-50866.35873,-52772.24683,NA,NA,-7593.111111,6760.057143,-55186.55397,-57092.44206,-58998.33016,NA,NA,-8641.694444,7826.557143,-61412.6373,-63318.5254,-65224.41349,NA,NA,-9690.277778,8893.057143,-67638.72063,-69544.60873,-71450.49683,NA,NA,-10738.86111,9959.557143,-73864.80397,-75770.69206,-77676.58016,NA,NA,-11787.44444,11026.05714,-80090.8873,-81996.7754,-83902.66349,NA,NA
hoge75,256,15,179,NA,-1862.666667,-2837.833333,-303.6666667,171.6666667,170.1666667,804.6388889,NA,-5453.911111,-7386.102778,-9318.294444,167.1666667,165.6666667,-258.8194444,NA,-11766.11944,-13698.31111,-15630.50278,162.6666667,161.1666667,-1322.277778,NA,-18078.32778,-20010.51944,-21942.71111,158.1666667,156.6666667,-2385.736111,NA,-24390.53611,-26322.72778,-28254.91944,153.6666667,152.1666667,-3449.194444,NA,-30702.74444,-32634.93611,-34567.12778,149.1666667,147.6666667,-4512.652778,NA,-37014.95278,-38947.14444,-40879.33611,144.6666667,143.1666667,-5576.111111,NA,-43327.16111,-45259.35278,-47191.54444,140.1666667,138.6666667,-6639.569444,NA,-49639.36944,-51571.56111,-53503.75278,135.6666667,134.1666667,-7703.027778,NA,-55951.57778,-57883.76944,-59815.96111,131.1666667,129.6666667,-8766.486111,NA,-62263.78611,-64195.97778,-66128.16944,126.6666667,125.1666667,-9829.944444,NA,-68575.99444,-70508.18611,-72440.37778,122.1666667,120.6666667,-10893.40278,NA,-74888.20278,-76820.39444,-78752.58611,117.6666667,116.1666667,-11956.86111,NA,-81200.41111,-83132.60278,-85064.79444,113.1666667,111.6666667
hoge76,124,23,179,-56,-1890.666667,-2878.333333,-308.6666667,143.2857143,146.8928571,813.7222222,-1811.25,-5529.934921,-7488.430159,-9446.925397,168.5357143,172.1428571,-264.6111111,-723.5,-11928.26825,-13886.76349,-15845.25873,193.7857143,197.3928571,-1342.944444,364.25,-18326.60159,-20285.09683,-22243.59206,219.0357143,222.6428571,-2421.277778,1452,-24724.93492,-26683.43016,-28641.9254,244.2857143,247.8928571,-3499.611111,2539.75,-31123.26825,-33081.76349,-35040.25873,269.5357143,273.1428571,-4577.944444,3627.5,-37521.60159,-39480.09683,-41438.59206,294.7857143,298.3928571,-5656.277778,4715.25,-43919.93492,-45878.43016,-47836.9254,320.0357143,323.6428571,-6734.611111,5803,-50318.26825,-52276.76349,-54235.25873,345.2857143,348.8928571,-7812.944444,6890.75,-56716.60159,-58675.09683,-60633.59206,370.5357143,374.1428571,-8891.277778,7978.5,-63114.93492,-65073.43016,-67031.9254,395.7857143,399.3928571,-9969.611111,9066.25,-69513.26825,-71471.76349,-73430.25873,421.0357143,424.6428571,-11047.94444,10154,-75911.60159,-77870.09683,-79828.59206,446.2857143,449.8928571,-12126.27778,11241.75,-82309.93492,-84268.43016,-86226.9254,471.5357143,475.1428571
hoge77,NA,NA,179,-58,-1918.666667,-2918.833333,-313.6666667,NA,NA,822.8055556,-1850.557143,-5605.95873,-7590.75754,-9575.556349,NA,NA,-270.4027778,-741.5571429,-12090.41706,-14075.21587,-16060.01468,NA,NA,-1363.611111,367.4428571,-18574.8754,-20559.67421,-22544.47302,NA,NA,-2456.819444,1476.442857,-25059.33373,-27044.13254,-29028.93135,NA,NA,-3550.027778,2585.442857,-31543.79206,-33528.59087,-35513.38968,NA,NA,-4643.236111,3694.442857,-38028.2504,-40013.04921,-41997.84802,NA,NA,-5736.444444,4803.442857,-44512.70873,-46497.50754,-48482.30635,NA,NA,-6829.652778,5912.442857,-50997.16706,-52981.96587,-54966.76468,NA,NA,-7922.861111,7021.442857,-57481.6254,-59466.42421,-61451.22302,NA,NA,-9016.069444,8130.442857,-63966.08373,-65950.88254,-67935.68135,NA,NA,-10109.27778,9239.442857,-70450.54206,-72435.34087,-74420.13968,NA,NA,-11202.48611,10348.44286,-76935.0004,-78919.79921,-80904.59802,NA,NA,-12295.69444,11457.44286,-83419.45873,-85404.25754,-87389.05635,NA,NA
hoge78,256,15,179,NA,-1946.666667,-2959.333333,-318.6666667,171.6666667,170.1666667,831.8888889,NA,-5681.98254,-7693.084921,-9704.187302,167.1666667,165.6666667,-276.1944444,NA,-12252.56587,-14263.66825,-16274.77063,162.6666667,161.1666667,-1384.277778,NA,-18823.14921,-20834.25159,-22845.35397,158.1666667,156.6666667,-2492.361111,NA,-25393.73254,-27404.83492,-29415.9373,153.6666667,152.1666667,-3600.444444,NA,-31964.31587,-33975.41825,-35986.52063,149.1666667,147.6666667,-4708.527778,NA,-38534.89921,-40546.00159,-42557.10397,144.6666667,143.1666667,-5816.611111,NA,-45105.48254,-47116.58492,-49127.6873,140.1666667,138.6666667,-6924.694444,NA,-51676.06587,-53687.16825,-55698.27063,135.6666667,134.1666667,-8032.777778,NA,-58246.64921,-60257.75159,-62268.85397,131.1666667,129.6666667,-9140.861111,NA,-64817.23254,-66828.33492,-68839.4373,126.6666667,125.1666667,-10248.94444,NA,-71387.81587,-73398.91825,-75410.02063,122.1666667,120.6666667,-11357.02778,NA,-77958.39921,-79969.50159,-81980.60397,117.6666667,116.1666667,-12465.11111,NA,-84528.98254,-86540.08492,-88551.1873,113.1666667,111.6666667
hoge79,124,23,179,-60,-1974.666667,-2999.833333,-323.6666667,143.2857143,146.8928571,840.9722222,-1889.864286,-5758.006349,-7795.412302,-9832.818254,168.5357143,172.1428571,-281.9861111,-759.6142857,-12414.71468,-14452.12063,-16489.52659,193.7857143,197.3928571,-1404.944444,370.6357143,-19071.42302,-21108.82897,-23146.23492,219.0357143,222.6428571,-2527.902778,1500.885714,-25728.13135,-27765.5373,-29802.94325,244.2857143,247.8928571,-3650.861111,2631.135714,-32384.83968,-34422.24563,-36459.65159,269.5357143,273.1428571,-4773.819444,3761.385714,-39041.54802,-41078.95397,-43116.35992,294.7857143,298.3928571,-5896.777778,4891.635714,-45698.25635,-47735.6623,-49773.06825,320.0357143,323.6428571,-7019.736111,6021.885714,-52354.96468,-54392.37063,-56429.77659,345.2857143,348.8928571,-8142.694444,7152.135714,-59011.67302,-61049.07897,-63086.48492,370.5357143,374.1428571,-9265.652778,8282.385714,-65668.38135,-67705.7873,-69743.19325,395.7857143,399.3928571,-10388.61111,9412.635714,-72325.08968,-74362.49563,-76399.90159,421.0357143,424.6428571,-11511.56944,10542.88571,-78981.79802,-81019.20397,-83056.60992,446.2857143,449.8928571,-12634.52778,11673.13571,-85638.50635,-87675.9123,-89713.31825,471.5357143,475.1428571
hoge80,NA,NA,179,-62,-2002.666667,-3040.333333,-328.6666667,NA,NA,850.0555556,-1929.171429,-5834.030159,-7897.739683,-9961.449206,NA,NA,-287.7777778,-777.6714286,-12576.86349,-14640.57302,-16704.28254,NA,NA,-1425.611111,373.8285714,-19319.69683,-21383.40635,-23447.11587,NA,NA,-2563.444444,1525.328571,-26062.53016,-28126.23968,-30189.94921,NA,NA,-3701.277778,2676.828571,-32805.36349,-34869.07302,-36932.78254,NA,NA,-4839.111111,3828.328571,-39548.19683,-41611.90635,-43675.61587,NA,NA,-5976.944444,4979.828571,-46291.03016,-48354.73968,-50418.44921,NA,NA,-7114.777778,6131.328571,-53033.86349,-55097.57302,-57161.28254,NA,NA,-8252.611111,7282.828571,-59776.69683,-61840.40635,-63904.11587,NA,NA,-9390.444444,8434.328571,-66519.53016,-68583.23968,-70646.94921,NA,NA,-10528.27778,9585.828571,-73262.36349,-75326.07302,-77389.78254,NA,NA,-11666.11111,10737.32857,-80005.19683,-82068.90635,-84132.61587,NA,NA,-12803.94444,11888.82857,-86748.03016,-88811.73968,-90875.44921,NA,NA
hoge81,256,15,179,NA,-2030.666667,-3080.833333,-333.6666667,171.6666667,170.1666667,859.1388889,NA,-5910.053968,-8000.067063,-10090.08016,167.1666667,165.6666667,-293.5694444,NA,-12739.0123,-14829.0254,-16919.03849,162.6666667,161.1666667,-1446.277778,NA,-19567.97063,-21657.98373,-23747.99683,158.1666667,156.6666667,-2598.986111,NA,-26396.92897,-28486.94206,-30576.95516,153.6666667,152.1666667,-3751.694444,NA,-33225.8873,-35315.9004,-37405.91349,149.1666667,147.6666667,-4904.402778,NA,-40054.84563,-42144.85873,-44234.87183,144.6666667,143.1666667,-6057.111111,NA,-46883.80397,-48973.81706,-51063.83016,140.1666667,138.6666667,-7209.819444,NA,-53712.7623,-55802.7754,-57892.78849,135.6666667,134.1666667,-8362.527778,NA,-60541.72063,-62631.73373,-64721.74683,131.1666667,129.6666667,-9515.236111,NA,-67370.67897,-69460.69206,-71550.70516,126.6666667,125.1666667,-10667.94444,NA,-74199.6373,-76289.6504,-78379.66349,122.1666667,120.6666667,-11820.65278,NA,-81028.59563,-83118.60873,-85208.62183,117.6666667,116.1666667,-12973.36111,NA,-87857.55397,-89947.56706,-92037.58016,113.1666667,111.6666667
hoge82,124,23,179,-64,-2058.666667,-3121.333333,-338.6666667,143.2857143,146.8928571,868.2222222,-1968.478571,-5986.077778,-8102.394444,-10218.71111,168.5357143,172.1428571,-299.3611111,-795.7285714,-12901.16111,-15017.47778,-17133.79444,193.7857143,197.3928571,-1466.944444,377.0214286,-19816.24444,-21932.56111,-24048.87778,219.0357143,222.6428571,-2634.527778,1549.771429,-26731.32778,-28847.64444,-30963.96111,244.2857143,247.8928571,-3802.111111,2722.521429,-33646.41111,-35762.72778,-37879.04444,269.5357143,273.1428571,-4969.694444,3895.271429,-40561.49444,-42677.81111,-44794.12778,294.7857143,298.3928571,-6137.277778,5068.021429,-47476.57778,-49592.89444,-51709.21111,320.0357143,323.6428571,-7304.861111,6240.771429,-54391.66111,-56507.97778,-58624.29444,345.2857143,348.8928571,-8472.444444,7413.521429,-61306.74444,-63423.06111,-65539.37778,370.5357143,374.1428571,-9640.027778,8586.271429,-68221.82778,-70338.14444,-72454.46111,395.7857143,399.3928571,-10807.61111,9759.021429,-75136.91111,-77253.22778,-79369.54444,421.0357143,424.6428571,-11975.19444,10931.77143,-82051.99444,-84168.31111,-86284.62778,446.2857143,449.8928571,-13142.77778,12104.52143,-88967.07778,-91083.39444,-93199.71111,471.5357143,475.1428571
hoge83,NA,NA,179,-66,-2086.666667,-3161.833333,-343.6666667,NA,NA,877.3055556,-2007.785714,-6062.101587,-8204.721825,-10347.34206,NA,NA,-305.1527778,-813.7857143,-13063.30992,-15205.93016,-17348.5504,NA,NA,-1487.611111,380.2142857,-20064.51825,-22207.13849,-24349.75873,NA,NA,-2670.069444,1574.214286,-27065.72659,-29208.34683,-31350.96706,NA,NA,-3852.527778,2768.214286,-34066.93492,-36209.55516,-38352.1754,NA,NA,-5034.986111,3962.214286,-41068.14325,-43210.76349,-45353.38373,NA,NA,-6217.444444,5156.214286,-48069.35159,-50211.97183,-52354.59206,NA,NA,-7399.902778,6350.214286,-55070.55992,-57213.18016,-59355.8004,NA,NA,-8582.361111,7544.214286,-62071.76825,-64214.38849,-66357.00873,NA,NA,-9764.819444,8738.214286,-69072.97659,-71215.59683,-73358.21706,NA,NA,-10947.27778,9932.214286,-76074.18492,-78216.80516,-80359.4254,NA,NA,-12129.73611,11126.21429,-83075.39325,-85218.01349,-87360.63373,NA,NA,-13312.19444,12320.21429,-90076.60159,-92219.22183,-94361.84206,NA,NA
